customer_text,spotify_reply
@SpotifyCares Well... I haven't tried to log in under incognito because I find no need to to hide my musical tastes from the masses.,@130006 Thanks! Does it happen when you use the web player in an incognito or a private browsing window? /SY
"@SpotifyCares Sometimes the web player changes ads, and the one it goes to has volume that interrupts the song being played.",@130006 Hey John! Do ads play while you're streaming on the web player? Let us know - we'll look into this /SY
@SpotifyCares Usually it stops but sometimes I have to refresh because it didn't stop and I don't want to listen to fifty seconds of non music audio,@130006 Hey John! Do ads play while you're streaming on the web player? Let us know - we'll look into this /SY
"@SpotifyCares The US,, I'm sure they aren't available, they're pretty rare, to even buy",@130007 Hey there! Could you let know what country your Spotify account is set to? We'll check it's availability /GU
@SpotifyCares Hah Okk thank u,"@130007 Thanks! We’ll have it available to you as soon as it’s available to us! https://t.co/0i8GpimuDa. For anything else, let us know /GU"
@SpotifyCares Hha will do,"@130007 You're welcome! If you ever need help with anything else, just give us a... https://t.co/AUc7DGJpgF 😉 /GU"
"@SpotifyCares Sure! This is the song link, and I’m in the US. https://t.co/uGIDKCKlH1 Glad I could help","@130286 Hey! Can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Link. Also, what country is your account set to? We'll check it out /YM"
@SpotifyCares Tried reaching out to them in many different ways with no response :/,"@130302 Hi there! Currently, merch is sourced from Merchbar. There’s more info on how to add yours here: https://t.co/hsBJNc0jog /DV"
@SpotifyCares Thanks guys:),"@130762 We can't wait to be there! If you have any other questions, just let us know and we'll come running 🏃 /RE"
@SpotifyCares Just did !,"@130766 Hey, we're here to help! Can you DM us your account's email address? We'll take a look backstage /KM https://t.co/ldFdZRiNAt"
@SpotifyCares Thank you very much.,"@130775 Thanks. Currently, the Overview page shows playlists from artists based on your account's country settings. We appreciate your feedback, and we'll make sure it's passed on to the right folks. In the meantime, let us know if we can help with anything else /MU"
@SpotifyCares I've already sent the DM,@130778 Thanks for the info. Can you fire over your accounts' email addresses or usernames via DM? We'll take a look backstage /AY https://t.co/ldFdZRiNAt
@SpotifyCares Dm sent,@130780 Hey! We've just sent you a DM. Let's carry on chatting there /JO
"@SpotifyCares @130780 Hi sir, i have the same inquiry. My consumption will last this December. Thank you.",@130780 Hey! We've just sent you a DM. Let's carry on chatting there /JO
@SpotifyCares So 20 minutes after reinstallation data is synced but all my artists now say '0 songs'.,@130782 Your downloaded tunes are safe. You'll just have to resync them after you reinstall the app. Keep us posted /PL
@SpotifyCares @131000 __email__,@131000 Hey Samantha! You should be able to subscribe to Premium using your card as long as it meets the following requirements: https://t.co/4TQhJnhAgV. Hope that clears things up /CE
@SpotifyCares Done,@131002 That's strange. Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt
@SpotifyCares What does right-click mean on a phone?,"@131097 Hi, help's here! Were you referring to the Behind the Lyrics feature? Can you also send us the Spotify URI of the songs? Just right-click the track &gt; Share &gt; URI. We'll check them out /DN"
"@SpotifyCares Pretty much every song with the word Sinterklaas in the title, and many other songs with that theme. I'm talking about singing about ""the black guy is the lackey"", ""even though I'm black I don't mean harm"" etc etc.","@131097 Hi, help's here! Were you referring to the Behind the Lyrics feature? Can you also send us the Spotify URI of the songs? Just right-click the track &gt; Share &gt; URI. We'll check them out /DN"
@SpotifyCares But it has so far,"@131101 Sorry to hear you feel that way. We can guarantee you that your thoughts won't fall on deaf ears. If anything else comes up, let us know. We're here for you /AC"
"@SpotifyCares Done, thank you❤️",@131105 Hey there! Could you DM us your account's username or email address? We'll take a look backstage /JO https://t.co/ldFdZRiNAt
"@SpotifyCares Thanks for getting back to me, it seems to have sorted itself out, for now. Will get back to you if the issue pops up again!","@131107 Hi there! That's odd. Can you DM us your account's username or email address, along with a screenshot of the error message you're getting on the app? We'll check things backstage /MU https://t.co/ldFdZRiNAt"
"@SpotifyCares Thanks, I didn't know this was a thing!","@131449 Hey David, thanks for reaching out! We don't have any info to share right now. You can still check up on your listening habits here: https://t.co/LjdRPrBEmF 🙂 /JN"
"@SpotifyCares Well, thanks. Guess that's the best I can expect. Have a good day!","@131854 We hear you loud and clear! We can’t make any promises, but we’ll pass your feedback on to the right folks 🙂 /MA"
@SpotifyCares No errors - just changes tracks after about 20 seconds  - It mostly happens on ‘radio’ playlists but no way is that artist on there - restart didn’t work. Problem Went away for a week though and back today,@131856 We understand. Are you getting any error messages when it happens? Does logging out &gt; restarting the device &gt; logging back in help? /PL
@SpotifyCares Thanks! Also adding some kind of store for merch so y'all can make a cut? Idk,"@131857 Hi there! Thanks for the feedback. We'll make sure it's passed on to the right folks. In the meantime, let us know if we can help with anything else /MU"
"@SpotifyCares Yes, it works, thank you!","@131858 Hey Deborah, head to https://t.co/ff6sKjNd4w using Google Chrome. You should be able to listen to your tunes that way! Let us know if you need help 🙂 /J"
@SpotifyCares sent,@132183 Hmm. Could you send us your account's email address or username via DM? We'll take a look under the hood /AY https://t.co/ldFdZRiNAt
@SpotifyCares I wanted you to know that I don’t pay for music.,"@132184 Sorry to hear that you feel that way. We'd love to help out. Can you DM us your account's username or email address, along with more details on what's happening? /MU https://t.co/ldFdZRiNAt"
"@SpotifyCares Literally you overslept, the world is your playground. Spotlight on your music. I cant find the most music on Spotify. It Only got mainstream music Which i hate, because they are money hungry untalanted people. You are the most powerful app yet you don’t have much music.",@132184 No worries. You could still enjoy Spotify while on our Free service. More info here: https://t.co/DDxx570cXi. Hope this helps /MU
@SpotifyCares Only just saw this reply. It was both on my phone (android nexus 5x) and laptop (macbook pro). Tried multiple networks too. But it seems to have resolved itself now. Thanks anyway!,"@132493 Hey Nick! Can you let us know what device, operating system, and Spotify version you're using? We'll see what we can suggest /MS"
@SpotifyCares I did it. No difference 😦,"@132495 Thanks for those details. Could you go to Your Library &gt; Settings &gt; Behind the Lyrics to see if it's enabled? Then, try logging out and back in again. Any difference? /MA"
"@132495 Does this happen over WiFi, 3G/4G, or both? Is it the same when you're using other Android devices? /MA","@132495 Thanks for those details. Could you go to Your Library &gt; Settings &gt; Behind the Lyrics to see if it's enabled? Then, try logging out and back in again. Any difference? /MA"
"@SpotifyCares I use 4G, never using Spotify over WiFi. I haven't tried on other Android devices. btw, I have updated the new version but still the same.","@132495 Does this happen over WiFi, 3G/4G, or both? Is it the same when you're using other Android devices? /MA"
"@SpotifyCares But 3,333 songs is practically a third of my library and I want to download my whole library on my phone😭😭","@132762 Hey there! Right now, there's a download limit of 3,333 tracks on 3 separate devices. We have more info here: https://t.co/WpO5bMgnzC. Let us know if you have any other questions /DN"
@SpotifyCares Oh I know how to fix it - I just keep forgetting to switch the bloody device,"@133055 Hey Michele, help's here! Could you DM us your account's username or email address? We'll see what we can suggest /RE https://t.co/ldFdZRiNAt"
"@SpotifyCares Sure! It’s https://t.co/6j3tycHC8F

PS.: pay attention because this song is also in other albuns of the same band, so remember to check if the title is correct in all of them! 💕",@133315 Hey! The cavalry's here. Can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Link. We'll look under the hood /PK
@SpotifyCares You’re welcome! 😂💁🏻‍♀️💕,@133315 Thanks. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /PK
@SpotifyCares Okay but why isn’t it possible yet? I supported it with my vote already. The request by Liam on the community page was written in 2013,"@133320 Hey Chloe! We're afraid it's not possible at the moment, but you can support the idea at https://t.co/nEsFfW71xG to help make it happen. Let us know if we can help with anything else /AC"
@SpotifyCares THANK YOU! Just sent DM! 💕,@133322 Hey Alice! That's not cool. Could you DM us the email address linked to your account? We'll take a look backstage /I https://t.co/ldFdZRiNAt
